Name,Sequence Name,Accession,Database,Id,InterPro ID,InterPro Name,InterPro Type,Name
disorder_prediction,NZ_CP017104,WP_083635873.1,MOBIDB_LITE,mobidb-lite,,Unintegrated,Unintegrated,disorder_prediction
Cupin,NZ_CP040094,WP_174708988.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP040094,WP_174708988.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
unknown,NZ_CP040094,WP_174708988.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Cytoplasmic domain,NZ_CP040094,WP_174708988.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Transmembrane region,NZ_CP040094,WP_174708988.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Non cytoplasmic domain,NZ_CP040094,WP_174708988.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Cupin,NZ_CP046703,WP_209271494.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP046703,WP_209271494.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
unknown,NZ_CP046703,WP_209271494.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Cytoplasmic domain,NZ_CP046703,WP_209271494.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Transmembrane region,NZ_CP046703,WP_209271494.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Non cytoplasmic domain,NZ_CP046703,WP_209271494.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Cupin,NZ_CP015588,WP_076688225.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP015588,WP_076688225.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP015588,WP_076688225.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP044205,WP_228124971.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP044205,WP_228124971.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP044205,WP_228124971.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP045701,WP_226920904.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP045701,WP_226920904.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP045701,WP_226920904.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
unknown,NZ_CP045701,WP_226920904.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Cytoplasmic domain,NZ_CP045701,WP_226920904.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Transmembrane region,NZ_CP045701,WP_226920904.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Non cytoplasmic domain,NZ_CP045701,WP_226920904.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Cupin,NZ_PVTF01000005,WP_170155908.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_PVTF01000005,WP_170155908.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_PVTF01000005,WP_170155908.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP009435,WP_015875908.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP009435,WP_015875908.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_AP024087,WP_200767166.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_AP024087,WP_200767166.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_AP024087,WP_200767166.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cytoplasmic domain,NZ_AP024087,WP_200767166.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Transmembrane region,NZ_AP024087,WP_200767166.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Non cytoplasmic domain,NZ_AP024087,WP_200767166.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Cupin,NZ_AP025147,WP_126610310.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_AP025147,WP_126610310.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_AP025147,WP_126610310.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
unknown,NZ_AP025147,WP_126610310.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Cytoplasmic domain,NZ_AP025147,WP_126610310.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Transmembrane region,NZ_AP025147,WP_126610310.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Non cytoplasmic domain,NZ_AP025147,WP_126610310.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Cupin,NZ_BFAQ01000009,WP_104399029.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_BFAQ01000009,WP_104399029.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_BFAQ01000009,WP_104399029.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
unknown,NZ_BFAQ01000009,WP_104399029.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Cytoplasmic domain,NZ_BFAQ01000009,WP_104399029.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Transmembrane region,NZ_BFAQ01000009,WP_104399029.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Non cytoplasmic domain,NZ_BFAQ01000009,WP_104399029.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Cupin,NZ_CP063199,WP_004406841.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP063199,WP_004406841.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP063199,WP_004406841.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cytoplasmic domain,NZ_CP063199,WP_004406841.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Transmembrane region,NZ_CP063199,WP_004406841.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Non cytoplasmic domain,NZ_CP063199,WP_004406841.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Cupin,NZ_LK391965,WP_022606436.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_LK391965,WP_022606436.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_LK391965,WP_022606436.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cytoplasmic domain,NZ_LK391965,WP_022606436.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Transmembrane region,NZ_LK391965,WP_022606436.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Non cytoplasmic domain,NZ_LK391965,WP_022606436.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Cupin,NZ_LK391967,WP_022550846.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_LK391967,WP_022550846.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_LK391967,WP_022550846.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cytoplasmic domain,NZ_LK391967,WP_022550846.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Transmembrane region,NZ_LK391967,WP_022550846.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Non cytoplasmic domain,NZ_LK391967,WP_022550846.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Cupin,NZ_PIZL01000021,WP_101113730.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_PIZL01000021,WP_101113730.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_PIZL01000021,WP_101113730.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
unknown,NZ_PIZL01000021,WP_101113730.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Cytoplasmic domain,NZ_PIZL01000021,WP_101113730.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Transmembrane region,NZ_PIZL01000021,WP_101113730.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Non cytoplasmic domain,NZ_PIZL01000021,WP_101113730.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Cupin,NZ_CP053542,WP_053308777.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP053542,WP_053308777.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP053542,WP_053308777.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CH672432,WP_009834757.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CH672432,WP_009834757.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CH672432,WP_009834757.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Non cytoplasmic domain,NZ_CH672432,WP_009834757.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Transmembrane region,NZ_CH672432,WP_009834757.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Cytoplasmic domain,NZ_CH672432,WP_009834757.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Cupin,NZ_CP032157,WP_119049522.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP032157,WP_119049522.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP032157,WP_119049522.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP041743,WP_170275684.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP041743,WP_170275684.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP041743,WP_170275684.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP054911,WP_176017404.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP054911,WP_176017404.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP089981,WP_233765781.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP089981,WP_233765781.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP089981,WP_233765781.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
unknown,NZ_CP089981,WP_233765781.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Cytoplasmic domain,NZ_CP089981,WP_233765781.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Transmembrane region,NZ_CP089981,WP_233765781.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Non cytoplasmic domain,NZ_CP089981,WP_233765781.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Cupin,NZ_JSEN01000002,WP_063337222.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_JSEN01000002,WP_063337222.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_JSEN01000002,WP_063337222.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Non cytoplasmic domain,NZ_JSEN01000002,WP_063337222.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Transmembrane region,NZ_JSEN01000002,WP_063337222.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Cytoplasmic domain,NZ_JSEN01000002,WP_063337222.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Cupin,NZ_CP089981,WP_233765778.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP089981,WP_233765778.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP089981,WP_233765778.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
unknown,NZ_CP089981,WP_233765778.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Non cytoplasmic domain,NZ_CP089981,WP_233765778.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Transmembrane region,NZ_CP089981,WP_233765778.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Cytoplasmic domain,NZ_CP089981,WP_233765778.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Cupin,NC_012997,WP_015818150.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NC_012997,WP_015818150.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NC_012997,WP_015818150.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_AUGB01000003,WP_028885285.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_AUGB01000003,WP_028885285.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_AUGB01000003,WP_028885285.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_JH992890,WP_017307792.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_JH992890,WP_017307792.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_JH992890,WP_017307792.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_KB900630,WP_018274356.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_KB900630,WP_018274356.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_KB900630,WP_018274356.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_KB906805,WP_019605327.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_KB906805,WP_019605327.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_KB906805,WP_019605327.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP007230,WP_048677607.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP007230,WP_048677607.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP025800,WP_038275115.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP025800,WP_038275115.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP032157,WP_119049515.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP032157,WP_119049515.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP088156,WP_231322458.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP088156,WP_231322458.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CPWG01000004,WP_049600785.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CPWG01000004,WP_049600785.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_MKJT01000007,WP_070983141.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_MKJT01000007,WP_070983141.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_MKJT01000007,WP_070983141.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
unknown,NZ_MKJT01000007,WP_070983141.1,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Non cytoplasmic domain,NZ_MKJT01000007,WP_070983141.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Transmembrane region,NZ_MKJT01000007,WP_070983141.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Cytoplasmic domain,NZ_MKJT01000007,WP_070983141.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Cupin,NZ_CP053590,WP_176027160.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP053590,WP_176027160.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP116477,WP_271875939.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP116477,WP_271875939.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CAMAPC010000003,WP_261625877.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CAMAPC010000003,WP_261625877.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CAMAPC010000003,WP_261625877.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP021425,WP_087461905.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP021425,WP_087461905.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP021425,WP_087461905.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP071065,WP_206268247.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP071065,WP_206268247.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP071065,WP_206268247.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_KE386496,WP_198017213.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_KE386496,WP_198017213.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_KQ976354,WP_017742677.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_KQ976354,WP_017742677.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_KQ976354,WP_017742677.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP059734,WP_053046655.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP059734,WP_053046655.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP059734,WP_053046655.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NC_021658,WP_080682627.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NC_021658,WP_080682627.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NC_021658,WP_080682627.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP012672,WP_129580283.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
